Position,Track Name,Artist,Streams,"URL		"
1,Dance Monkey,Tones and I,50409214,"https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku		"
2,The Box Roddy ,Ricch,48937592,"https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I		"
3,Tusa,KAROL G,41434019,"https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY		"
4,Godzilla,Eminem,40637125,"https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ		"
5,Yummy,Justin Bieber,34586419,"https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l		"
6,Life Is Good,Future,34200687,"https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc		"
7,Blinding Lights,The Weeknd,33551309,"https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD		"
8,ROXANNE,Arizona Zervas,32102084,"https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK		"
9,Falling,Trevor Daniel,28606316,"https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa		"
10,Don't Start Now,Dua Lipa,28228768,"https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg		"
11,Memories,Maroon,524516744,"https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM		"
12,Circles,Post Malone,23997809,"https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb		"
13,everything i wanted,Billie Eilish,21786149,"https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ		"
14,Good News,Mac Miller,21727425,"https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY		"
15,RITMO,The Black Eyed Peas,"21103190	","https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf		"
16,You should be sad,Halsey,19736651,"https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK		"
17,Someone You Loved,Lewis Capaldi,19523711,"https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf		"
18,Senorita,Shawn Mendes,19265338,"https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2		"
19,Black Swan,BTS,18424710,"https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b		"
20,Lose You To Love Me,Selena Gomez,17714002,"https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi		"
21,Rare,Selena Gomez,17524322,"https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19		"
22,Those Kinda Nights,Eminem,16416620,"https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH		"
23,bad guy,Billie Eilish,16405196,"https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m		"
24,Adore You,Harry Styles,16285662,"https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7		"
25,My Oh My,Camila Cabello,16246433,"https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K		"
26,Darkness,Eminem,15658341,"https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d		"
27,What A Man Gotta Do,Jonas Brothers,15362782,"https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd		"
28,Sigues Con El Dimelo,Flow,15207363,"https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3		"
29,hot girl bummer,blackbear,15114079,"https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku		"
30,You Gona Learn,Eminem,14947053,"https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB		"
31,Vete,Bad Bunny,14898265,"https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c		"
32,Unaccommodating,Eminem,14792747,"https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM		"
33,BOP,DaBaby,14163167,"https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN		"
34,"Ride It	",Regard,14011559,"https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ		"
35,Before You Go,Lewis Capaldi,13993666,"https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP		"
36,Suicidal,YNW Melly,13981574,"https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8		"
37,No Idea,Don Toliver,13281093,"https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu		"
38,Blue World,Mac Miller,12762791,"https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5		"
39,Watermelon Sugar,Harry Styles,12650858,"https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY		"
40,Fantasias,Rauw Alejandro,12612009,"https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy		"
41,Hola - Remix,Dalex,12526399,"https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt		"
42,Lose Control,MEDUZA,12332126,"https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK		"
43,Say So,Doja Cat,12325839,"https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ		"
44,Leaving Heaven,Eminem,11944780,"https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq		"
45,China,Anuel AA,11911525,"https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK		"
46,SUGAR,BROCKHAMPTON,11904637,"https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA		"
47,HIGHEST IN THE ROOM,Travis Scott,11867232,"https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW		"
48,Ayy Macarena,Tyga,11820301,"https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX		"
49,"Circles	Mac ",Miller,11781966,"https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT		"
50,I Don't Care,Ed Sheeran,11679460,"https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9		"
